EOI,Number of DHT Markers,Number of DQT Markers,Total Number of Markers,Maximum size used in %,Max Marker Size for DHT(FFC4),Max Marker Size for DQT FFDB,Max Marker Size for APP1(FFE0),Max Marker Size for APP12(FFEF),Max Marker Size for COM(FFFE),Label
1,2,2,26,1.7,420,134,528,0,57,0
1,2,2,30,26.3,321,134,696,0,0,0
1,4,2,11,18.1,183,69,18,0,0,0
1,4,2,11,4.1,61,69,18,0,0,0
1,4,2,11,11.6,183,69,18,0,0,0
1,5,3,21,7.3,321,134,34,0,4546,0
1,4,1,11,4.4,183,134,18,0,30,0
1,1,1,8,34.1,420,134,18,0,33,0
1,3,3,30,3.9,382,153,330,0,0,0
1,2,1,8,23.5,183,134,18,0,0,0
1,2,2,27,4.3,420,134,720,0,0,0
1,1,1,8,12.6,212,69,18,0,25,0
1,2,2,25,3.8,420,134,606,0,0,0
1,4,2,11,18.4,183,69,18,0,0,0
1,5,1,16,52,77,82,18,0,60,0
1,4,2,11,11.4,183,69,18,0,0,0
1,4,2,11,12.8,183,69,18,0,0,0
1,4,2,11,8.9,80,69,18,0,0,0
1,3,3,55,4.1,420,134,878,0,0,0
1,1,1,7,13,196,134,53,0,0,0
1,1,1,7,49,321,134,53,0,0,0
1,4,2,11,24.5,93,69,18,0,0,0
1,2,1,9,52.5,88,69,18,0,56,0
1,2,1,8,9,81,69,18,0,0,0
1,4,2,11,13.5,77,69,18,0,0,0
1,4,1,11,9.2,183,134,18,0,30,0
1,5,1,16,86.1,73,82,18,0,60,0
1,2,1,8,21.2,183,134,18,0,0,0
1,4,2,11,24.6,183,69,18,0,0,0
1,3,3,35,5.2,321,134,322,0,0,0
1,4,2,12,8.9,183,69,18,0,74,0
1,3,3,61,2.4,420,134,330,0,0,0
1,4,2,11,11.4,183,69,18,0,0,0
1,4,1,11,3,183,134,18,0,30,0
1,2,1,8,23.3,183,134,18,0,0,0
1,4,2,11,19.5,183,69,18,0,0,0
1,4,2,15,4.2,183,69,511,0,0,0
1,2,1,8,20.7,183,134,18,0,0,0
1,2,1,9,28.6,183,69,18,0,72,0
1,4,2,12,4.8,65,69,18,0,374,0
1,2,1,9,62.6,64,69,18,0,56,0
1,3,3,63,4.8,420,134,330,0,0,0
1,4,1,11,6.1,183,134,18,0,30,0
1,2,2,27,14.2,420,134,484,0,0,0
1,4,2,11,11.1,183,69,18,0,0,0
1,4,2,11,11,183,69,95,0,0,0
1,4,1,11,7.4,183,134,18,0,30,0
1,1,1,7,7.9,197,134,53,0,0,0
1,4,2,11,19.2,183,69,18,0,0,0
1,1,1,8,19.9,420,134,18,0,33,0
1,2,1,8,24,183,69,18,0,0,0
